PassengerId,Survived,CabinWasMissing,LogFare,FarePerPerson,Pclass,PclassFareInteraction,IsAlone,LogAge,Parch,FamilySize,AgeWasMissing,EmbarkedWasMissing,FareWasMissing
725,1,0,3.990834,26.55,1,53.1,0,3.332205,0,2,0,0,0
726,0,1,2.268252,8.6625,3,25.9875,1,3.044522,0,1,0,0,0
727,1,1,3.091042,5.25,2,42,0,3.433987,0,4,0,0,0
728,1,1,2.167624,7.7375,3,23.2125,1,2.944439,0,1,1,0,0
729,0,1,3.295837,13,2,52,0,3.258097,0,2,0,0,0
730,0,1,2.188856,3.9625,3,23.775,0,3.258097,0,2,0,0,0
731,1,0,4.199221,65.6344,1,65.6344,1,3.401197,0,1,0,0,0
732,0,1,2.98505,18.7875,3,56.3625,1,2.484907,0,1,0,0,0
733,0,1,0,0,2,0,1,3.465736,0,1,1,0,0
734,0,1,2.639057,13,2,26,1,3.178054,0,1,0,0,0
735,0,1,2.639057,13,2,26,1,3.178054,0,1,0,0,0
736,0,1,2.839078,16.1,3,48.3,1,3.38439,0,1,0,0,0
737,0,1,3.566005,6.875,3,103.125,0,3.89182,3,5,0,0,0
738,1,0,4.199221,65.6344,1,65.6344,1,3.583519,0,1,0,0,0
739,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
740,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
741,1,0,3.433987,30,1,30,1,3.713572,0,1,1,0,0
742,0,0,4.199221,32.8172,1,65.6344,0,3.610918,0,2,0,0,0
743,1,0,4.199221,13.12688,1,65.6344,0,3.091042,2,5,0,0,0
744,0,1,2.839078,8.05,3,48.3,0,3.218876,0,2,0,0,0
745,1,1,2.188856,7.925,3,23.775,1,3.465736,0,1,0,0,0
746,0,0,4.199221,21.878133,1,65.6344,0,4.117003,1,3,0,0,0
747,0,1,3.056357,6.75,3,60.75,0,2.833213,1,3,0,0,0
748,1,1,2.639057,13,2,26,1,3.433987,0,1,0,0,0
749,0,0,3.990834,26.55,1,53.1,0,2.995732,0,2,0,0,0
750,0,1,2.169054,7.75,3,23.25,1,3.465736,0,1,0,0,0
751,1,1,3.178054,7.666667,2,46,0,1.609438,1,3,0,0,0
752,1,0,2.600836,6.2375,3,37.425,0,1.94591,1,2,0,0,0
753,0,1,2.351375,9.5,3,28.5,1,3.526361,0,1,0,0,0
754,0,1,2.185579,7.8958,3,23.6874,1,3.178054,0,1,0,0,0
755,1,1,4.189655,16.25,2,130,0,3.89182,2,4,0,0,0
756,1,1,2.74084,4.833333,2,29,0,0.512824,1,3,0,0,0
757,0,1,2.174274,7.7958,3,23.3874,1,3.367296,0,1,0,0,0
758,0,1,2.525729,11.5,2,23,1,2.944439,0,1,0,0,0
759,0,1,2.202765,8.05,3,24.15,1,3.555348,0,1,0,0,0
760,1,0,4.199221,65.6344,1,65.6344,1,3.526361,0,1,0,0,0
761,0,1,2.74084,14.5,3,43.5,1,3.295837,0,1,1,0,0
762,0,1,2.094946,7.125,3,21.375,1,3.73767,0,1,0,0,0
763,1,1,2.107689,7.2292,3,21.6876,1,3.044522,0,1,0,0,0
764,1,0,4.199221,16.4086,1,65.6344,0,3.610918,2,4,0,0,0
765,0,1,2.171907,7.775,3,23.325,1,2.833213,0,1,0,0,0
766,1,0,4.199221,32.8172,1,65.6344,0,3.951244,0,2,0,0,0
767,0,1,3.703768,39.6,1,39.6,1,3.86073,0,1,1,0,0
768,0,1,2.169054,7.75,3,23.25,1,3.449988,0,1,0,0,0
769,0,1,3.224858,12.075,3,72.45,0,3.295837,0,2,1,0,0
770,0,1,2.236712,8.3625,3,25.0875,1,3.496508,0,1,0,0,0
771,0,1,2.351375,9.5,3,28.5,1,3.218876,0,1,0,0,0
772,0,1,2.180892,7.8542,3,23.5626,1,3.89182,0,1,0,0,0
773,0,0,2.442347,10.5,2,21,1,4.060443,0,1,0,0,0
774,0,1,2.107178,7.225,3,21.,1,3.295837,0,1,1,0,0
